member_number,Recency,Frequency,Monetary,R,F,M,RFM_Level
4855,157.5,4,108.8,2,3,3,REGULARS
4856,180.0,3,51.86,2,2,2,REGULARS
4857,333.5,2,35.11,1,2,1,REGULARS
4858,238.33333333333331,3,50.6,1,2,2,REGULARS
4859,142.75,4,112.0,3,3,3,REGULARS
4860,119.33333333333331,6,72.16,3,4,2,REGULARS
4861,215.66666666666663,3,34.4,2,2,1,REGULARS
4862,122.6,5,95.31,3,4,3,REGULARS
4863,483.0,2,36.1,1,2,1,REGULARS
4864,56.2,10,150.58,4,4,4,ACTIVE
4865,294.5,2,71.5,1,2,2,REGULARS
4866,183.0,3,27.1,2,2,1,REGULARS
4867,120.8,5,180.0,3,4,4,REGULARS
4868,137.6,5,51.7,3,4,2,REGULARS
4869,155.0,3,82.3,2,2,3,REGULARS
4870,225.66666666666663,3,24.4,1,2,1,REGULARS
4871,180.33333333333331,3,100.12,2,2,3,REGULARS
4872,171.25,4,111.62,2,3,3,REGULARS
4873,216.0,3,69.2,1,2,2,REGULARS
4874,338.5,2,43.95,1,2,2,REGULARS
4875,78.0,8,249.61,4,4,4,ACTIVE
4876,215.0,3,61.9,2,2,2,REGULARS
4877,98.33333333333331,6,147.41,4,4,4,ACTIVE
4878,157.66666666666666,3,71.8,2,2,2,REGULARS
4879,156.75,4,99.15,2,3,3,REGULARS
4880,327.0,2,127.1,1,2,4,REGULARS
4881,121.66666666666669,3,59.94,3,2,2,REGULARS
4882,224.0,2,36.6,1,2,1,REGULARS
4883,73.8,5,99.52,4,4,3,ACTIVE
4884,699.0,1,26.3,1,1,1,NEW
4885,75.0,1,16.4,4,1,1,REGULARS
4886,136.0,4,121.31,3,3,4,REGULARS
4887,242.33333333333331,3,47.9,1,2,2,REGULARS
4888,287.0,2,39.55,1,2,1,REGULARS
4889,330.0,1,6.4,1,1,1,NEW
4890,83.4,5,93.6,4,4,3,ACTIVE
4891,115.2,5,111.1,3,4,3,REGULARS
4892,122.66666666666669,3,96.2,3,2,3,REGULARS
4893,172.0,4,109.9,2,3,3,REGULARS
4894,181.0,3,81.0,2,2,3,REGULARS
4895,53.0,4,42.6,4,3,1,ACTIVE
4896,221.66666666666663,3,71.31,1,2,2,REGULARS
4897,161.75,4,79.6,2,3,3,REGULARS
4898,212.0,3,57.2,2,2,2,REGULARS
4899,149.75,4,74.9,3,3,3,REGULARS
4900,302.5,2,26.1,1,2,1,REGULARS
4901,209.0,3,70.0,2,2,2,REGULARS
4902,193.0,3,25.0,2,2,1,REGULARS
4903,121.5,2,48.1,3,2,2,REGULARS
4904,389.0,1,14.5,1,1,1,NEW
4905,35.0,1,33.2,4,1,1,REGULARS
4906,164.75,4,107.35,2,3,3,REGULARS
4907,348.5,2,29.7,1,2,1,REGULARS
4908,200.33333333333331,3,74.2,2,2,2,REGULARS
4909,264.0,2,55.71,1,2,2,REGULARS
4910,224.0,3,74.9,1,2,3,REGULARS
4911,183.33333333333331,3,50.75,2,2,2,REGULARS
4913,241.0,3,31.4,1,2,1,REGULARS
4914,156.0,4,98.76,2,3,3,REGULARS
4915,102.85714285714286,7,88.4,4,4,3,ACTIVE
4916,143.6,5,141.5,3,4,4,REGULARS
4917,206.0,3,45.4,2,2,2,REGULARS
4918,337.0,1,17.7,1,1,1,NEW
4919,146.5,2,58.9,3,2,2,REGULARS
4920,223.5,2,19.0,1,2,1,REGULARS
4922,136.0,5,106.0,3,4,3,REGULARS
4923,127.2,5,93.07,3,4,3,REGULARS
4924,118.33333333333331,6,87.4,3,4,3,REGULARS
4925,176.5,4,87.89,2,3,3,REGULARS
4926,405.0,1,2.9,1,1,1,NEW
4927,313.0,2,29.2,1,2,1,REGULARS
4928,134.0,1,68.4,3,1,2,REGULARS
4929,150.25,4,86.95,3,3,3,REGULARS
4930,504.0,1,18.71,1,1,1,NEW
4931,135.0,5,68.1,3,4,2,REGULARS
4932,108.16666666666669,6,95.91,4,4,3,ACTIVE
4933,77.44444444444444,9,113.05,4,4,3,ACTIVE
4934,110.75,4,37.0,4,3,1,ACTIVE
4935,227.33333333333331,3,62.4,1,2,2,REGULARS
4936,151.5,2,31.11,3,2,1,REGULARS
4937,79.42857142857143,7,172.04,4,4,4,ACTIVE
4938,120.66666666666669,6,124.88,3,4,4,REGULARS
4939,144.2,5,111.5,3,4,3,REGULARS
4940,165.66666666666666,3,82.75,2,2,3,REGULARS
4941,76.66666666666667,9,194.04,4,4,4,ACTIVE
4942,182.0,4,98.1,2,3,3,REGULARS
4943,202.66666666666663,3,34.1,2,2,1,REGULARS
4944,177.25,4,53.05,2,3,2,REGULARS
4945,150.0,1,12.0,3,1,1,REGULARS
4946,127.2,5,162.5,3,4,4,REGULARS
4947,140.2,5,154.25,3,4,4,REGULARS
4948,318.0,2,27.6,1,2,1,REGULARS
4949,134.0,1,15.2,3,1,1,REGULARS
4950,206.33333333333331,3,52.72,2,2,2,REGULARS
4951,99.83333333333331,6,137.61,4,4,4,ACTIVE
4952,76.14285714285714,7,172.5,4,4,4,ACTIVE
4953,108.25,4,144.9,4,3,4,ACTIVE
4954,132.5,4,60.0,3,3,2,REGULARS
4955,216.0,3,39.8,1,2,1,REGULARS
4956,222.0,3,45.3,1,2,2,REGULARS
4957,198.0,3,63.4,2,2,2,REGULARS
4958,138.4,5,189.71,3,4,4,REGULARS
4959,89.2,5,98.1,4,4,3,ACTIVE
4960,109.25,4,36.0,4,3,1,ACTIVE
4961,423.0,1,16.2,1,1,1,NEW
4962,114.4,5,118.8,3,4,4,REGULARS
4963,175.25,4,69.11,2,3,2,REGULARS
4964,82.5,2,23.15,4,2,1,ACTIVE
4965,186.0,2,59.9,2,2,2,REGULARS
4966,182.5,2,55.6,2,2,2,REGULARS
4967,123.4,5,151.4,3,4,4,REGULARS
4968,222.0,3,121.2,1,2,4,REGULARS
4969,144.4,5,94.36,3,4,3,REGULARS
4970,165.0,3,70.5,2,2,2,REGULARS
4971,139.33333333333334,3,41.4,3,2,1,REGULARS
4972,94.16666666666669,6,138.71,4,4,4,ACTIVE
4973,581.0,1,16.4,1,1,1,NEW
4974,265.0,2,34.24,1,2,1,REGULARS
4975,144.6,5,110.71,3,4,3,REGULARS
4976,86.0,2,88.41,4,2,3,ACTIVE
4977,127.5,2,72.85,3,2,2,REGULARS
4978,711.0,1,42.6,1,1,1,NEW
4979,223.33333333333331,3,28.6,1,2,1,REGULARS
4980,492.0,1,20.75,1,1,1,NEW
4981,336.0,2,101.6,1,2,3,REGULARS
4982,151.0,1,9.6,3,1,1,REGULARS
4983,185.66666666666663,3,29.22,2,2,1,REGULARS
4984,190.33333333333331,3,22.15,2,2,1,REGULARS
4985,164.5,4,25.97,2,3,1,REGULARS
4986,172.5,4,86.95,2,3,3,REGULARS
4987,209.0,3,26.4,2,2,1,REGULARS
4988,124.0,5,135.4,3,4,4,REGULARS
4989,168.66666666666666,3,86.2,2,2,3,REGULARS
4990,208.0,3,99.41,2,2,3,REGULARS
4991,141.8,5,61.34,3,4,2,REGULARS
4992,168.5,4,133.9,2,3,4,REGULARS
4993,116.8,5,96.79,3,4,3,REGULARS
4994,325.0,1,13.5,1,1,1,NEW
4995,327.0,2,29.0,1,2,1,REGULARS
4996,104.33333333333331,3,28.5,4,2,1,ACTIVE
4997,362.0,2,93.01,1,2,3,REGULARS
4998,77.0,1,33.0,4,1,1,REGULARS
4999,105.0,6,164.87,4,4,4,ACTIVE
5000,220.33333333333331,3,21.8,1,2,1,REGULARS
